# Note - 2/19/18,,,,,,
# Note - AXI Goldline KV 370,,,,,,
# Note - _AXi_5320/18,,,,,,
# ESC - VK03531,,,,,,
# Poles - 2,,,,,,
# Gear Ratio - 1,,,,,,
# KV - 1100,,,,,,
# Graph Data - 12 Sessions - Saved Monday, February 19,2018,,,,
# Start Of Session - Sample Time: 0.100,,,,,,
# Reset Source (Cause of reset):  Normal Boot-up Sequence,255,,,,,
# Idle Times: ,,,,,,
Throttle    , Power-Out   , Voltage     , Ripple      , Current     , Temperature , Speed       
True        , True        , True        , True        , True        , True        , True        
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.5,0,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0.211,0,67.6,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,68.3,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
1.1113,0,20.28,0,0,67.6,0
