6	35000	0.8038	0.1333		0.12627	-0.2163	0.8137	1	-0.8492	0	0.511
6	36000	0.8483	0.13769		0.13045	-0.2241	0.8059	1	-0.8845	0	0.5061
6	37000	0.8154	0.13343		0.12657	-0.2173	0.7959	1	-0.8594	0	0.5084
6	38000	0.8264	0.13314		0.12632	-0.2184	0.783	1	-0.8694	0	0.5062
6	39000	0.8683	0.13682		0.12981	-0.2255	0.7762	1	-0.9034	0	0.5016
6	40000	0.8659	0.13681		0.12993	-0.2247	0.7713	1	-0.9015	0	0.5014
6	41000	0.8377	0.13215		0.12558	-0.2184	0.7558	1	-0.8814	0	0.5026
6	42000	0.9600	0.13381		0.12715	-0.2229	0.7479	1	-0.9058	0	0.4991
6	46000	1.1900	0.13235		0.12597	-0.223	0.7167	1	-0.9238	0	0.4945
6	50000	1.3200	0.13123		0.12509	-0.2225	0.6895	0.9102	-0.9362	0	0.4911
6	54000	1.4600	0.13103		0.12503	-0.2251	0.6612	0.8794	-0.9678	0	0.4856
6	80000	1.6846	0.04981		0.04148	-0.2472	0.4742	1	-2.0746	0	0.3852
6	81000	1.6933	0.04901		0.04066	-0.2483	0.4726	1	-2.0863	0	0.3851
6	82000	1.7022	0.04821		0.03984	-0.2494	0.471	1	-2.0986	0	0.3849
6	83000	1.7113	0.04743		0.03902	-0.2506	0.4695	1	-2.111	0	0.3848
6	84000	1.7195	0.04669		0.03825	-0.2516	0.4681	1	-2.1223	0	0.3846
6	85000	1.7263	0.04603		0.03756	-0.2524	0.4666	1	-2.132	0	0.3845
6	86000	1.733	0.04538		0.03689	-0.2533	0.4653	1	-2.1416	0	0.3844
6	87000	1.7394	0.04477		0.03624	-0.2541	0.464	1	-2.1509	0	0.3843
6	88000	1.7456	0.04419		0.03563	-0.2549	0.4627	1	-2.1599	0	0.3842
6	89000	1.7519	0.04364		0.03504	-0.2557	0.4615	1	-2.169	0	0.3841
6	90000	1.7583	0.04313		0.03449	-0.2566	0.4603	1	-2.1781	0	0.3841
6	91000	1.7644	0.04269		0.03401	-0.2575	0.4591	1	-2.1867	0	0.3841
6	92000	1.7701	0.04235		0.03362	-0.2584	0.4579	1	-2.1947	0	0.3841
6	93000	1.7751	0.04213		0.03337	-0.2592	0.4567	1	-2.2016	0	0.3841
6	94000	1.779	0.04212		0.03332	-0.2598	0.4554	1	-2.2068	0	0.3841
6	95000	1.7808	0.04244		0.03364	-0.2603	0.4539	1	-2.209	0	0.3842
6	96000	1.7808	0.04234		0.03356	-0.2603	0.453	1	-2.2096	0	0.3842
6	97000	1.7811	0.04195		0.03321	-0.2602	0.4522	1	-2.2108	0	0.3841
6	98000	1.7814	0.04159		0.03289	-0.2601	0.4514	1	-2.212	0	0.384
6	99000	1.7818	0.04125		0.03259	-0.2601	0.4506	1	-2.2133	0	0.384
6	100000	1.7822	0.04093		0.03231	-0.2601	0.4497	1	-2.2146	0	0.3839
6	101000	1.7828	0.04062		0.03203	-0.2601	0.4488	1	-2.2161	0	0.3839
6	102000	1.7835	0.04033		0.03177	-0.2601	0.4479	1	-2.2177	0	0.3838
6	103000	1.7844	0.04004		0.03151	-0.2602	0.4469	1	-2.2195	0	0.3838
6	104000	1.7853	0.03976		0.03125	-0.2602	0.446	1	-2.2214	0	0.3837
6	105000	1.7864	0.03949		0.031	-0.2603	0.445	1	-2.2234	0	0.3837
6	106000	1.7875	0.03922		0.03075	-0.2605	0.4441	1	-2.2255	0	0.3836
6	107000	1.7888	0.03895		0.03049	-0.2606	0.4431	1	-2.2278	0	0.3836
6	108000	1.7901	0.03868		0.03024	-0.2608	0.4422	1	-2.2301	0	0.3836
6	109000	1.7915	0.03842		0.02999	-0.2609	0.4412	1	-2.2326	0	0.3835
6	110000	1.793	0.03815		0.02973	-0.2611	0.4403	1	-2.2351	0	0.3835
6	111000	1.7945	0.03789		0.02947	-0.2613	0.4394	1	-2.2377	0	0.3835
6	112000	1.7958	0.03763		0.02923	-0.2614	0.4385	1	-2.24	0	0.3835
6	113000	1.7969	0.03738		0.02899	-0.2616	0.4376	1	-2.2422	0	0.3834
6	114000	1.7982	0.03713		0.02875	-0.2617	0.4367	1	-2.2445	0	0.3834
6	115000	1.7994	0.03689		0.0285	-0.2618	0.4359	1	-2.2469	0	0.3834
6	116000	1.8008	0.03664		0.02826	-0.262	0.435	1	-2.2493	0	0.3833
6	117000	1.8023	0.03639		0.02801	-0.2622	0.4342	1	-2.2519	0	0.3833
6	118000	1.8039	0.03614		0.02776	-0.2624	0.4334	1	-2.2546	0	0.3833
6	119000	1.8055	0.0359		0.02751	-0.2626	0.4326	1	-2.2573	0	0.3832
6	120000	1.8071	0.03565		0.02727	-0.2628	0.4319	1	-2.26	0	0.3832
6	121000	1.8087	0.03541		0.02702	-0.2631	0.4311	1	-2.2628	0	0.3832
6	122000	1.8103	0.03518		0.02678	-0.2633	0.4304	1	-2.2655	0	0.3832
6	123000	1.8119	0.03495		0.02654	-0.2635	0.4296	1	-2.2683	0	0.3832
6	124000	1.8136	0.03473		0.02631	-0.2638	0.4289	1	-2.271	0	0.3832
6	125000	1.8152	0.03451		0.02608	-0.264	0.4283	1	-2.2737	0	0.3831
6	126000	1.8169	0.0343		0.02586	-0.2642	0.4276	1	-2.2765	0	0.3831
6	127000	1.8185	0.03409		0.02565	-0.2645	0.4269	1	-2.2792	0	0.3831
6	128000	1.8202	0.0339		0.02544	-0.2647	0.4262	1	-2.2818	0	0.3831
6	129000	1.8218	0.03372		0.02525	-0.265	0.4256	1	-2.2844	0	0.3831
6	130000	1.8234	0.03355		0.02507	-0.2652	0.4249	1	-2.287	0	0.3831
6	131000	1.8249	0.03339		0.0249	-0.2655	0.4243	1	-2.2895	0	0.3831
6	132000	1.8264	0.03325		0.02475	-0.2657	0.4236	1	-2.2919	0	0.3831
6	133000	1.8279	0.03313		0.02462	-0.266	0.423	1	-2.2941	0	0.3831
6	134000	1.8292	0.03304		0.02451	-0.2662	0.4223	1	-2.2962	0	0.3832
6	135000	1.8305	0.03297		0.02444	-0.2665	0.4216	1	-2.2981	0	0.3832
6	136000	1.8317	0.03294		0.02441	-0.2667	0.4208	1	-2.2998	0	0.3832
6	137000	1.8326	0.03297		0.02443	-0.2669	0.4201	1	-2.3011	0	0.3832
6	138000	1.8334	0.03306		0.02453	-0.2671	0.4192	1	-2.3021	0	0.3833
6	139000	1.8338	0.03325		0.02473	-0.2673	0.4183	1	-2.3023	0	0.3833
6	140000	1.8337	0.03355		0.02505	-0.2674	0.4173	1	-2.3017	0	0.3834
6	141000	1.8339	0.03335		0.02487	-0.2674	0.417	1	-2.3025	0	0.3834
6	142000	1.8341	0.03315		0.02469	-0.2674	0.4166	1	-2.3033	0	0.3834
6	143000	1.8343	0.03296		0.02452	-0.2673	0.4163	1	-2.304	0	0.3833
6	144000	1.8344	0.03278		0.02436	-0.2673	0.416	1	-2.3047	0	0.3833
6	145000	1.8346	0.0326		0.0242	-0.2673	0.4156	1	-2.3054	0	0.3833
6	146000	1.8348	0.03243		0.02405	-0.2673	0.4152	1	-2.3061	0	0.3832
6	147000	1.8349	0.03227		0.0239	-0.2673	0.4149	1	-2.3068	0	0.3832
6	148000	1.8351	0.03211		0.02376	-0.2673	0.4145	1	-2.3074	0	0.3832
6	149000	1.8353	0.03195		0.02362	-0.2673	0.4141	1	-2.3081	0	0.3832
6	150000	1.8355	0.0318		0.02349	-0.2673	0.4137	1	-2.3088	0	0.3831
